,MSE,MAE,Accuracy,MSE,MAE,Accuracy,MSE,MAE,Accuracy,MSE,MAE,Accuracy,MSE,MAE,Accuracy
0,8.987419128417969,2.3161396980285645,0.8524590134620667,8.986273765563965,2.323864221572876,0.868852436542511,6.3777899742126465,1.804644227027893,0.8524590134620667,5.4332780838012695,1.6864852905273438,0.868852436542511,10.395813941955566,2.5443246364593506,0.8524590134620667
1,6.267629146575928,1.761484146118164,0.868852436542511,5.715604305267334,1.7876912355422974,0.868852436542511,3.6759238243103027,1.3956295251846313,0.9016393423080444,3.98502779006958,1.5665497779846191,0.9016393423080444,10.026322364807129,2.299689531326294,0.9180327653884888
2,4.322432994842529,1.4755055904388428,0.9508196711540222,4.286945343017578,1.5968778133392334,0.9180327653884888,2.019373655319214,1.06675124168396,0.8852459192276001,5.476182460784912,1.7925673723220825,0.8032786846160889,8.404541015625,2.131666898727417,0.868852436542511
3,5.0402116775512695,1.6376953125,0.9344262480735779,5.407603740692139,1.9927937984466553,0.9180327653884888,2.924405574798584,1.2446668148040771,0.9344262480735779,4.263226509094238,1.484464168548584,0.9016393423080444,8.868045806884766,2.0382978916168213,0.9016393423080444
4,4.749407768249512,1.679904580116272,0.9672130942344666,4.368589878082275,1.816528081893921,0.9508196711540222,2.8331027030944824,1.176936149597168,0.9508196711540222,3.7759459018707275,1.449204444885254,0.9672130942344666,8.760720252990723,2.1729891300201416,0.9508196711540222
5,1.594135046005249,0.9764365553855896,0.8999999761581421,3.5426275730133057,1.5149611234664917,0.949999988079071,1.0477370023727417,0.7762693762779236,0.949999988079071,2.9786593914031982,1.3437894582748413,0.8833333253860474,4.830391883850098,1.6156299114227295,0.9666666388511658
6,1.911003828048706,1.0576794147491455,0.9666666388511658,2.659689426422119,1.3607388734817505,0.9333333373069763,0.9753615856170654,0.6837066411972046,0.9666666388511658,2.871126890182495,1.226064920425415,0.8500000238418579,5.481054782867432,1.7044047117233276,0.949999988079071
7,2.145639657974243,1.135265827178955,0.9166666865348816,3.0440897941589355,1.4492714405059814,0.9166666865348816,0.8860483765602112,0.6830823421478271,0.9333333373069763,2.9741740226745605,1.2727818489074707,0.8833333253860474,5.666497707366943,1.7242885828018188,0.949999988079071
8,3.7780001163482666,1.4788974523544312,0.9333333373069763,4.154935836791992,1.585936188697815,0.9666666388511658,1.2043620347976685,0.6878929138183594,0.949999988079071,5.713841915130615,1.7948116064071655,0.8999999761581421,6.599442005157471,1.8544601202011108,0.9666666388511658
9,1.4664270877838135,0.9742150902748108,0.9833333492279053,2.2626936435699463,1.2378089427947998,0.9666666388511658,0.4794035851955414,0.5119448304176331,0.9666666388511658,2.3749279975891113,1.1637507677078247,0.949999988079071,4.6507978439331055,1.5582358837127686,0.9666666388511658
