,0,1,2,3,4,5,6,7,8,9,10
0,-68.3645538311332,47.1008497246296,0.008044127739060212,0.3622957099080695,0.8876642645188639,0.774196651863415,0.86852989096378,0.7814982991350776,5.0208335,0.0,1.6135959557777844
1,-68.2053588809294,46.7031648674458,0.005515973410114256,0.35530515832482124,0.8821534548537516,0.7517421397469607,0.8642060408572503,0.7707150976293756,3.8375,0.0,1.3448211129133154
2,-68.7119914019189,44.8952140974614,0.0,0.33532303370786515,0.9283594743535396,0.7141889984842459,0.6970798422152095,0.8132236130386956,2.0416665,0.0,0.7137663861300245
3,-68.5567707264212,44.4989613516233,0.0,0.3385789070480082,0.9542178889359898,0.6907666194662204,0.6252663317502392,0.8681611870256407,3.66944433333333,0.0,1.3000402427920774
4,-70.3736861418416,44.5486309166342,0.0025281542193534173,0.293826608784474,0.8935989826197541,0.6858304982682067,0.6888081289679353,0.8423950107962264,1.0208335,0.0,0.020619450468028426
5,-70.2072804424441,44.1551174736904,0.00045966442344471927,0.3103932584269663,0.9355659177617635,0.6769261227737507,0.7151898734177216,0.8311010260613069,1.9083335,0.0,0.6462303481084344
6,-70.3970885955436,43.8987637537124,0.00022983221172235963,0.35284729315628194,0.9516744383213226,0.7186411862314739,0.6692568067471056,0.8841657282077879,9.9291665,0.0,2.295476536971186
7,-122.396202124157,48.9344811304938,0.0,0.4332865168539326,0.9622721492157694,0.7166086657381742,0.20491289635292637,0.6986379086175779,3.5208335,0.0,1.2586977513524595
8,-73.1027042459587,44.5638575361264,0.02643070555358928,0.3529430541368744,0.8846969054684188,0.763840476016602,0.7908259333337903,0.8090805935128206,5.9391305,0.0,1.7815627421885063
9,-72.7377846632538,44.4358730858179,0.05102275220788185,0.3342377425944842,0.8312844425604069,0.7898760956688701,0.754543175836571,0.8386492671152983,5.73194433333333,0.0,1.7460547983579393
10,-71.4794223998806,43.6533663962248,0.0013789932703341579,0.3143194586312564,0.8702840186519711,0.6918312730579488,0.7114926682541672,0.8844494966684643,7.0416665,0.0,1.9518448609064885
11,-122.645558608874,48.3031907625003,0.0,0.47497446373850866,1.0,0.8631436201178178,0.19338262940218068,0.6967082830849786,4.6125,0.0,1.5287700093666456
12,-72.3739807205446,43.6567972595145,0.07170764775593297,0.3143194586312564,0.8317083509961848,0.721447905727779,0.7349291891214438,0.8801929697583187,7.2041665,0.0,1.974659539206539
13,-70.9558538945154,43.1282945747668,0.0011491610586117982,0.35699693564862106,0.9542178889359898,0.6959931007347054,0.6471362402600772,0.9603291691974436,5.91875,0.0,1.7781252779522514
14,-122.12920560764,48.077147735517,0.0,0.4795390704800817,0.9584569732937686,0.7855206946117992,0.16731419977440776,0.6550510730576875,4.2041665,0.0,1.436076057368406
15,-121.702166984611,48.1349538455629,0.0,0.4157622574055158,0.7876218736752861,0.7639372627067592,0.15559593934076946,0.617253114095595,2.9291665,0.0,1.0747179115696677
16,-119.552875962068,48.3993545483356,0.0,0.15816521961184882,0.6460364561254769,0.31997680947425416,0.117307933324978,0.5547105453625232,1.7458335,0.0,0.5572320920455357
17,-91.452978320342,48.0188770160435,0.2213284246011116,0.4940947395301328,0.7672742687579482,0.8078784200380963,0.587604970677423,0.6162315476371601,2.4291665,0.0,0.887548194397864
18,-90.1810191959968,47.8309537988225,0.10158584229376223,0.22976251276813076,0.8804578211106401,0.9933217183791581,0.6277729115221404,0.6224744537720402,4.3166665,0.0,1.4624834608673978
19,-72.9093195482373,43.5252430729454,0.05217191326649365,0.3127872829417773,0.8329800763035184,0.7040263960177473,0.7197643815014413,0.9196367719364522,8.6479165,0.0,2.1573184248786372
20,-71.489377921453,43.0042588595701,0.0006894966351670789,0.3302157814096016,0.9330224671470962,0.651858370023054,0.6720140444961971,0.9530646966041285,6.50555566666667,0.0,1.8726565297869266
21,-71.1386311694276,42.87103464828,0.00022983221172235963,0.3691585801838611,0.9758372191606614,0.6952188072134484,0.6461962728456143,0.9855845621976405,9.0,0.0,2.1972245773362196
22,-122.042225129165,47.7912871218841,0.0,0.4819011746680286,0.9512505298855447,0.7204800388262077,0.14406567239002377,0.617253114095595,3.9949073888888904,0.0,1.3850203971945658
23,-115.582627828599,48.4803235262823,0.0,0.28345250255362614,0.5074183976261127,0.5367789954262261,0.04919162802356185,0.5206583300813589,10.0130435,0.0,2.303888593068571
24,-102.370683298345,48.7125845839837,0.030567685364591844,0.5205886108273748,0.6943620178041543,0.3978900950507441,0.21945105902995357,0.7320090795931189,6.7104165,0.0,1.9036610205922548
25,-72.3733639682495,43.0076453603132,0.00873362437422729,0.2978485699693565,0.8338278931750742,0.6686992541103947,0.715127208923424,0.9384789977253631,8.5208335,0.0,2.1425141646948127
26,-72.0204697446415,42.8774713029335,0.002068489795908698,0.29130490296220635,0.8342518016108521,0.6558266243194963,0.7164431633036722,0.9379682144961456,8.9291665,0.0,2.189323053466163
